NVIDIA H100 80GB HBM3, 580.159.04, 81559 MiB
torch 2.13.0+cu130 cuda True
CMD: python scripts/train_transition.py --data data/pilot1b --contact-mode explicit --out runs/expB_pilot_oracle_explicit --steps 30000 --eval-every 10000 --workers 2 --eval-contact-sources gt,analytic
loaded split train: 1189 episodes in 7.8s
loaded split val: 255 episodes in 1.6s
loaded split test: 255 episodes in 1.6s
loaded split test_geometry: 301 episodes in 1.9s
transition model contact_mode=explicit params=640582
step 20100 loss 0.03287 (1-step 0.03287) 183s
step 20200 loss 0.03602 (1-step 0.03602) 184s
step 20300 loss 0.05670 (1-step 0.05670) 184s
step 20400 loss 0.03796 (1-step 0.03796) 185s
step 20500 loss 0.03826 (1-step 0.03826) 186s
step 20600 loss 0.04567 (1-step 0.04567) 187s
step 20700 loss 0.03719 (1-step 0.03719) 188s
step 20800 loss 0.04804 (1-step 0.04804) 189s
step 20900 loss 0.04584 (1-step 0.04584) 190s
step 21000 loss 0.03783 (1-step 0.03783) 191s
step 21100 loss 0.04236 (1-step 0.04236) 192s
step 21200 loss 0.03236 (1-step 0.03236) 193s
step 21300 loss 0.03306 (1-step 0.03306) 194s
step 21400 loss 0.05745 (1-step 0.05745) 195s
step 21500 loss 0.05138 (1-step 0.05138) 196s
step 21600 loss 0.02685 (1-step 0.02685) 196s
step 21700 loss 0.04823 (1-step 0.04823) 197s
step 21800 loss 0.03161 (1-step 0.03161) 198s
step 21900 loss 0.04494 (1-step 0.04494) 199s
step 22000 loss 0.03459 (1-step 0.03459) 200s
step 22100 loss 0.04040 (1-step 0.04040) 201s
step 22200 loss 0.02991 (1-step 0.02991) 202s
step 22300 loss 0.05960 (1-step 0.05960) 203s
step 22400 loss 0.04801 (1-step 0.04801) 204s
step 22500 loss 0.04489 (1-step 0.04489) 205s
step 22600 loss 0.02682 (1-step 0.02682) 206s
step 22700 loss 0.02702 (1-step 0.02702) 206s
step 22800 loss 0.03978 (1-step 0.03978) 207s
step 22900 loss 0.02467 (1-step 0.02467) 208s
step 23000 loss 0.02326 (1-step 0.02326) 209s
step 23100 loss 0.06169 (1-step 0.06169) 210s
step 23200 loss 0.03719 (1-step 0.03719) 211s
step 23300 loss 0.03330 (1-step 0.03330) 211s
step 23400 loss 0.02877 (1-step 0.02877) 212s
step 23500 loss 0.03144 (1-step 0.03144) 213s
step 23600 loss 0.03090 (1-step 0.03090) 214s
step 23700 loss 0.03838 (1-step 0.03838) 215s
step 23800 loss 0.02954 (1-step 0.02954) 216s
step 23900 loss 0.03109 (1-step 0.03109) 217s
step 24000 loss 0.03093 (1-step 0.03093) 218s
step 24100 loss 0.02089 (1-step 0.02089) 219s
step 24200 loss 0.02923 (1-step 0.02923) 220s
step 24300 loss 0.02800 (1-step 0.02800) 221s
step 24400 loss 0.02096 (1-step 0.02096) 221s
step 24500 loss 0.01836 (1-step 0.01836) 222s
step 24600 loss 0.03505 (1-step 0.03505) 223s
step 24700 loss 0.03073 (1-step 0.03073) 224s
step 24800 loss 0.03709 (1-step 0.03709) 225s
step 24900 loss 0.02474 (1-step 0.02474) 226s
step 25000 loss 0.03235 (1-step 0.03235) 227s
step 25100 loss 0.01726 (1-step 0.01726) 228s
step 25200 loss 0.04622 (1-step 0.04622) 229s
step 25300 loss 0.02257 (1-step 0.02257) 229s
step 25400 loss 0.04873 (1-step 0.04873) 230s
step 25500 loss 0.02078 (1-step 0.02078) 231s
step 25600 loss 0.02324 (1-step 0.02324) 232s
step 25700 loss 0.02768 (1-step 0.02768) 233s
step 25800 loss 0.02730 (1-step 0.02730) 234s
step 25900 loss 0.02859 (1-step 0.02859) 235s
step 26000 loss 0.03761 (1-step 0.03761) 236s
step 26100 loss 0.02830 (1-step 0.02830) 237s
step 26200 loss 0.02492 (1-step 0.02492) 237s
step 26300 loss 0.03117 (1-step 0.03117) 238s
step 26400 loss 0.03195 (1-step 0.03195) 239s
step 26500 loss 0.02856 (1-step 0.02856) 240s
step 26600 loss 0.02046 (1-step 0.02046) 241s
step 26700 loss 0.05228 (1-step 0.05228) 242s
step 26800 loss 0.04325 (1-step 0.04325) 243s
step 26900 loss 0.02678 (1-step 0.02678) 243s
step 27000 loss 0.02760 (1-step 0.02760) 244s
step 27100 loss 0.02344 (1-step 0.02344) 245s
step 27200 loss 0.02737 (1-step 0.02737) 246s
step 27300 loss 0.03227 (1-step 0.03227) 246s
step 27400 loss 0.03729 (1-step 0.03729) 247s
step 27500 loss 0.01902 (1-step 0.01902) 248s
step 27600 loss 0.02713 (1-step 0.02713) 249s
step 27700 loss 0.03356 (1-step 0.03356) 250s
step 27800 loss 0.02362 (1-step 0.02362) 251s
step 27900 loss 0.02485 (1-step 0.02485) 252s
step 28000 loss 0.02882 (1-step 0.02882) 253s
step 28100 loss 0.02899 (1-step 0.02899) 254s
step 28200 loss 0.02480 (1-step 0.02480) 255s
step 28300 loss 0.02195 (1-step 0.02195) 255s
step 28400 loss 0.02427 (1-step 0.02427) 256s
step 28500 loss 0.07054 (1-step 0.07054) 257s
step 28600 loss 0.02831 (1-step 0.02831) 258s
step 28700 loss 0.01527 (1-step 0.01527) 259s
step 28800 loss 0.02414 (1-step 0.02414) 260s
step 28900 loss 0.02082 (1-step 0.02082) 261s
step 29000 loss 0.03351 (1-step 0.03351) 262s
step 29100 loss 0.01893 (1-step 0.01893) 262s
step 29200 loss 0.02859 (1-step 0.02859) 263s
step 29300 loss 0.03706 (1-step 0.03706) 264s
step 29400 loss 0.04621 (1-step 0.04621) 265s
step 29500 loss 0.03199 (1-step 0.03199) 266s
step 29600 loss 0.01558 (1-step 0.01558) 267s
step 29700 loss 0.03009 (1-step 0.03009) 268s
step 29800 loss 0.04257 (1-step 0.04257) 268s
step 29900 loss 0.03403 (1-step 0.03403) 269s
step 30000 loss 0.01649 (1-step 0.01649) 270s
  [val one-step] dv_err_mean=0.005024 dw_err_mean=0.1053 dv_err_far_free=3.737e-08 dw_err_far_free=0.00514 dv_err_near_contact=1.692e-08 dw_err_near_contact=0.02431 dv_err_first_impact=0.2944 dw_err_first_impact=3.98 dv_err_contact=0.006564 dw_err_contact=0.1387 dv_err_rebound_repeat=0.04271 dw_err_rebound_repeat=0.9058 dv_err_resting=0.003119 dw_err_resting=0.09163
[rollout val/gt] pos_err@100=9.686e-08 pos_err@500=0.07301 pos_err_final=0.2998 rot_err_deg_final=163.2 v_err_mean=0.3796 w_err_mean=5.507 impact_dv_err=0.5264 impact_dw_err=8.561 apex_err=0.01794 max_penetration_pred=0.2731 artificial_energy_max=0
[rollout val/analytic] pos_err@100=9.686e-08 pos_err@500=0.04145 pos_err_final=0.1423 rot_err_deg_final=94.34 v_err_mean=0.2396 w_err_mean=3.044 impact_dv_err=0.4888 impact_dw_err=8.598 apex_err=0.01212 max_penetration_pred=0.009864 artificial_energy_max=0
[rollout test/gt] pos_err@100=1.192e-07 pos_err@500=0.0571 pos_err_final=0.2785 rot_err_deg_final=162.3 v_err_mean=0.3702 w_err_mean=4.735 impact_dv_err=0.4346 impact_dw_err=7.733 apex_err=0.01826 max_penetration_pred=0.2903 artificial_energy_max=0
[rollout test/analytic] pos_err@100=1.192e-07 pos_err@500=0.04559 pos_err_final=0.1313 rot_err_deg_final=86.92 v_err_mean=0.2685 w_err_mean=2.804 impact_dv_err=0.4494 impact_dw_err=6.955 apex_err=0.01007 max_penetration_pred=0.01033 artificial_energy_max=0
[rollout test_geometry/gt] pos_err@100=1.192e-07 pos_err@500=0.06115 pos_err_final=0.2339 rot_err_deg_final=157.2 v_err_mean=0.307 w_err_mean=4.759 impact_dv_err=0.4547 impact_dw_err=8.159 apex_err=0.01473 max_penetration_pred=0.1824 artificial_energy_max=0
[rollout test_geometry/analytic] pos_err@100=1.192e-07 pos_err@500=0.05179 pos_err_final=0.1237 rot_err_deg_final=90.13 v_err_mean=0.2303 w_err_mean=2.897 impact_dv_err=0.4456 impact_dw_err=8.385 apex_err=0.01633 max_penetration_pred=0.008344 artificial_energy_max=0
TRAIN_DONE
